reference_area,sex,year,total,0,1-14,15-24,15-29,<25,25-34,30-34,35-39,40-48,40+,49+,not_classiefied,,,
Kosovo,Total,2012,316.6,18.1,5.9,,26.5,,,12.4,3.4,185.4,,64.8,,,,
Kosovo,Male,2012,250.9,13.0,4.4,,19.3,,,10.3,3.0,141.4,,59.4,,,,
Kosovo,Female,2012,65.7,5.1,1.6,,7.2,,,2.1,0.4,44.0,,5.3,,,,
Kosovo,Total,2013,342.1,16.3,6.4,,34.8,,,15.1,4.1,188.1,,77.3,,,,
Kosovo,Male,2013,264.0,12.2,4.5,,22.0,,,11.6,3.3,140.3,,70.1,,,,
Kosovo,Female,2013,78.1,4.1,1.9,,12.8,,,3.5,0.8,47.9,,7.1,,,,
Kosovo,Total,2014,325.3,10.9,5.2,,25.2,,,15.0,4.4,184.2,,80.5,,,,
Kosovo,Male,2014,249.7,8.3,3.9,,14.6,,,9.9,3.4,138.5,,71.0,,,,
Kosovo,Female,2014,75.6,2.5,1.2,,10.6,,,5.1,1.0,45.7,,9.5,,,,
Kosovo,Total,2015,298.8,8.4,2.9,,22.2,,,11.7,2.8,173.1,,77.6,,,,
Kosovo,Male,2015,231.5,6.0,2.3,,12.5,,,7.6,2.0,131.2,,70.0,,,,
Kosovo,Female,2015,67.3,2.4,0.6,,9.8,,,4.1,0.8,41.9,,7.6,,,,
Kosovo,Total,2016,334.2,15.7,1.7,,23.4,,,12.3,2.7,191.3,,87.0,,,,
Kosovo,Male,2016,259.4,11.9,1.1,,12.2,,,9.2,2.0,143.5,,79.4,,,,
Kosovo,Female,2016,74.8,3.8,0.6,,11.2,,,3.1,0.7,47.9,,7.6,,,,
Kosovo,Total,2017,360.1,16.2,2.2,,17.2,,,13.0,2.8,212.1,,96.6,,,,
Kosovo,Male,2017,284.1,12.3,1.3,,10.3,,,9.0,2.1,157.8,,91.2,,,,
Kosovo,Female,2017,76.0,3.9,0.9,,6.9,,,4.1,0.7,54.3,,5.4,,,,
Kosovo,Total,2018,367.0,10.6,2.0,,9.8,,,13.9,1.4,236.0,,74.4,18.9,,,
Kosovo,Male,2018,286.3,8.5,1.5,,7.1,,,7.5,1.3,178.1,,70.1,12.2,,,
Kosovo,Female,2018,80.7,2.2,0.5,,2.7,,,6.4,0.1,57.8,,4.2,6.7,,,
Kosovo,Total,2019,372.4,15.2,5.2,,16.2,,,18.1,3.3,239.5,,68.9,6.2,,,
Kosovo,Male,2019,287.2,9.4,4.3,,11.3,,,11.1,2.6,181.7,,62.2,4.6,,,
Kosovo,Female,2019,85.2,5.7,0.9,,4.9,,,7.0,0.7,57.8,,6.7,1.5,,,
Kosovo,Total,2020,354.9,38.5,7.3,,21.4,,,13.2,2.9,228.9,,38.6,4.1,,,
Kosovo,Male,2020,267.1,28.2,5.7,,14.6,,,9.5,2.2,168.7,,34.8,3.4,,,
Kosovo,Female,2020,87.8,10.3,1.6,,6.9,,,3.7,0.6,60.2,,3.8,0.7,,,
Kosovo,Total,2021,390.1,12.8,4.3,,13.8,,,8.7,2.3,294.7,,49.8,3.7,,,
Kosovo,Male,2021,287.2,8.4,2.7,,10.5,,,7.0,1.7,210.0,,43.7,3.1,,,
Kosovo,Female,2021,102.9,4.4,1.5,,3.3,,,1.7,0.6,84.6,,6.1,0.6,,,
Kyrgyzstan,Total,2011,2534.9,283.5,262.8,,297.2,,,108.6,83.7,1282.1,,217.1,,,,
Kyrgyzstan,Male,2011,1426.7,96.3,130.8,,134.2,,,56.9,43.5,813.6,,151.4,,,,
Kyrgyzstan,Female,2011,1108.2,187.2,131.9,,163.1,,,51.7,40.1,468.6,,65.6,,,,
Kyrgyzstan,Total,2012,2505.2,235.4,206.7,,359.3,,,87.5,70.8,1322.3,,223.1,,,,
Kyrgyzstan,Male,2012,1424.1,79.8,104.7,,166.5,,,48.1,38.5,829.9,,156.8,,,,
Kyrgyzstan,Female,2012,1081.0,155.6,102.0,,192.9,,,39.4,32.3,492.5,,66.3,,,,
Kyrgyzstan,Total,2013,2487.0,239.4,228.5,,314.3,,,119.6,72.1,1293.4,,219.8,,,,
Kyrgyzstan,Male,2013,1429.7,72.5,114.2,,143.3,,,75.3,37.1,839.3,,148.0,,,,
Kyrgyzstan,Female,2013,1057.2,166.9,114.2,,171.0,,,44.2,35.0,454.1,,71.8,,,,
Kyrgyzstan,Total,2014,2497.2,208.3,222.1,,341.5,,,100.8,68.2,1317.7,,238.6,,,,
Kyrgyzstan,Male,2014,1427.1,66.5,92.2,,151.3,,,57.8,34.1,867.7,,157.5,,,,
Kyrgyzstan,Female,2014,1070.2,141.8,129.9,,190.2,,,43.0,34.2,450.0,,81.1,,,,
Kyrgyzstan,Total,2015,2569.7,233.0,235.6,,256.7,,,105.1,78.0,1412.9,,248.5,,,,
Kyrgyzstan,Male,2015,1468.6,70.9,93.6,,116.9,,,56.5,39.8,924.0,,166.8,,,,
Kyrgyzstan,Female,2015,1101.2,162.0,142.0,,139.8,,,48.6,38.2,488.9,,81.7,,,,
Kyrgyzstan,Total,2016,2598.1,247.2,213.8,,255.4,,,87.1,77.0,1458.2,,259.4,,,,
Kyrgyzstan,Male,2016,1494.8,69.4,94.4,,111.6,,,47.3,38.8,964.4,,168.8,,,,
Kyrgyzstan,Female,2016,1103.3,177.8,119.4,,143.8,,,39.8,38.1,493.9,,90.5,,,,
Kyrgyzstan,Total,2017,2586.8,258.8,160.8,,222.3,,,94.1,86.6,1531.8,,232.3,,,,
Kyrgyzstan,Male,2017,1517.4,70.7,81.5,,96.9,,,57.2,49.0,1005.6,,156.6,,,,
Kyrgyzstan,Female,2017,1069.4,188.2,79.3,,125.4,,,37.0,37.7,526.1,,75.7,,,,
Kyrgyzstan,Total,2018,2620.8,258.9,150.6,,204.4,,,90.1,74.8,1560.4,,281.6,,,,
Kyrgyzstan,Male,2018,1533.9,68.3,72.4,,80.8,,,54.4,39.5,1020.8,,197.8,,,,
Kyrgyzstan,Female,2018,1086.9,190.7,78.3,,123.6,,,35.7,35.3,539.6,,83.8,,,,
Kyrgyzstan,Total,2019,2638.3,284.1,119.1,,201.1,,,59.7,73.5,1603.9,,297.0,,,,
Kyrgyzstan,Male,2019,1553.4,82.0,49.0,,71.6,,,33.5,39.6,1067.0,,210.6,,,,
Kyrgyzstan,Female,2019,1084.9,202.1,70.0,,129.5,,,26.2,33.9,536.8,,86.3,,,,
Kyrgyzstan,Total,2020,2667.2,444.6,100.6,,263.4,,,67.1,76.5,1449.7,,265.3,,,,
Kyrgyzstan,Male,2020,1553.1,173.2,46.5,,110.7,,,36.4,45.1,948.7,,192.5,,,,
Kyrgyzstan,Female,2020,1114.2,271.5,54.1,,152.8,,,30.8,31.4,501.0,,72.7,,,,
Kyrgyzstan,Total,2021,2768.7,256.2,174.1,,252.3,,,73.4,65.5,1616.0,,331.3,,,,
Kyrgyzstan,Male,2021,1626.8,62.2,74.4,,98.5,,,41.9,34.3,1069.9,,245.5,,,,
Kyrgyzstan,Female,2021,1141.9,194.0,99.7,,153.7,,,31.4,31.2,546.1,,85.8,,,,
Lao People's Democratic Republic,Total,2017,2751.5,1073.9,119.5,,199.0,,,55.6,76.0,458.4,,769.1,,,,
Lao People's Democratic Republic,Male,2017,1425.9,527.1,59.7,,95.1,,,28.5,38.5,261.3,,415.7,,,,
Lao People's Democratic Republic,Female,2017,1325.6,546.8,59.9,,103.9,,,27.0,37.5,197.1,,353.4,,,,
Latvia,Total,2011,861.6,42.4,11.3,,63.7,,,41.4,16.4,645.4,,37.0,4.0,,,
Latvia,Male,2011,416.2,10.9,4.6,,24.3,,,17.2,5.3,327.4,,24.2,2.3,,,
Latvia,Female,2011,445.4,31.5,6.7,,39.4,,,24.2,11.1,318.0,,12.8,,,,
Latvia,Total,2012,875.6,49.8,13.5,,68.0,,,30.8,14.4,661.5,,31.7,6.0,,,
Latvia,Male,2012,428.2,16.2,5.6,,26.1,,,12.5,4.4,338.3,,21.5,3.6,,,
Latvia,Female,2012,447.4,33.6,7.9,,41.9,,,18.2,10.0,323.2,,10.1,2.3,,,
Latvia,Total,2013,893.9,48.4,13.7,,64.9,,,42.2,11.5,674.4,,30.1,8.7,,,
Latvia,Male,2013,440.6,14.9,5.3,,23.8,,,19.7,3.9,346.6,,20.1,6.3,,,
Latvia,Female,2013,453.3,33.4,8.4,,41.1,,,22.5,7.6,327.8,,10.0,2.4,,,
Latvia,Total,2014,884.6,47.1,12.8,,61.4,,,31.6,9.9,678.5,,32.4,11.0,,,
Latvia,Male,2014,438.5,13.8,4.7,,22.8,,,13.5,3.7,352.4,,20.5,7.0,,,
Latvia,Female,2014,446.2,33.3,8.1,,38.6,,,18.1,6.2,326.1,,12.0,3.9,,,
Latvia,Total,2015,896.1,61.9,14.2,,66.6,,,36.6,11.5,666.5,,31.2,7.6,,,
Latvia,Male,2015,443.9,20.4,5.2,,24.3,,,15.4,3.7,349.8,,19.8,5.4,,,
Latvia,Female,2015,452.1,41.6,9.0,,42.3,,,21.2,7.8,316.7,,11.4,2.1,,,
Latvia,Total,2016,893.3,62.9,14.4,,57.9,,,35.1,15.1,665.5,,31.9,10.5,,,
Latvia,Male,2016,438.2,20.4,4.5,,20.7,,,13.2,5.7,346.9,,19.8,6.9,,,
Latvia,Female,2016,455.1,42.5,9.9,,37.2,,,21.9,9.4,318.6,,12.1,3.6,,,
Latvia,Total,2017,894.8,63.0,14.1,,57.3,,,38.8,15.6,668.2,,23.5,14.4,,,
Latvia,Male,2017,441.0,19.0,3.9,,19.9,,,15.8,5.3,351.6,,16.0,9.5,,,
Latvia,Female,2017,453.9,44.0,10.1,,37.4,,,23.0,10.4,316.5,,7.6,4.8,,,
Latvia,Total,2018,909.4,58.8,14.2,,57.4,,,33.9,15.7,690.7,,22.8,16.0,,,
Latvia,Male,2018,448.6,16.1,4.4,,21.7,,,13.4,4.7,363.2,,16.0,9.2,,,
Latvia,Female,2018,460.8,42.7,9.8,,35.7,,,20.4,11.0,327.5,,6.8,6.8,,,
Latvia,Total,2019,910.0,66.1,17.0,,61.5,,,45.4,11.9,664.3,,19.0,24.9,,,
Latvia,Male,2019,450.1,20.9,5.4,,26.5,,,17.9,4.4,348.4,,13.0,13.7,,,
Latvia,Female,2019,459.9,45.1,11.6,,35.0,,,27.5,7.5,315.9,,6.0,11.2,,,
Latvia,Total,2020,893.0,83.3,18.5,,71.2,,,38.9,12.8,619.2,,19.9,29.2,,,
Latvia,Male,2020,441.9,27.7,7.7,,30.5,,,16.8,4.6,327.0,,13.2,14.4,,,
Latvia,Female,2020,451.0,55.6,10.8,,40.7,,,22.1,8.1,292.2,,6.8,14.8,,,
Latvia,Total,2021,869.5,76.2,14.9,,54.2,,,41.9,14.0,613.3,,16.7,38.3,,,
Latvia,Male,2021,434.0,27.1,5.3,,21.2,,,17.9,5.4,323.2,,11.5,22.3,,,
Latvia,Female,2021,435.5,49.1,9.5,,33.0,,,24.0,8.7,290.1,,5.2,16.0,,,
Lebanon,Total,2019,1594.7,29.4,54.6,,139.0,,,87.1,102.7,443.8,,628.4,109.7,,,
Lebanon,Male,2019,1108.5,17.9,32.7,,84.0,,,56.2,60.7,307.3,,543.9,5.9,,,
Lebanon,Female,2019,486.2,11.5,21.9,,55.0,,,30.9,42.0,136.5,,84.6,103.8,,,
Lesotho,Total,2019,645.4,,16.8,,25.9,,,12.4,15.7,188.0,,232.6,154.0,,,
Lesotho,Male,2019,368.0,,7.8,,12.8,,,5.2,6.5,95.6,,134.6,105.4,,,
Lesotho,Female,2019,277.4,,9.0,,13.1,,,7.2,9.2,92.4,,97.9,48.6,,,
Liberia,Total,2014,1641.9,1271.6,38.0,,44.7,,,24.2,17.1,121.3,,125.0,,,,
Liberia,Male,2014,824.0,526.2,28.1,,36.2,,,18.1,12.8,98.7,,103.8,,,,
Liberia,Female,2014,817.9,745.3,9.9,,8.4,,,6.1,4.3,22.6,,21.2,,,,
Liberia,Total,2016,1756.1,1297.3,130.1,,45.3,,,27.8,19.5,137.9,,98.2,,,,
Liberia,Male,2016,878.1,553.4,65.5,,35.6,,,21.3,14.6,105.0,,82.6,,,,
Liberia,Female,2016,878.0,743.9,64.6,,9.7,,,6.5,4.9,32.9,,15.6,,,,
Liberia,Total,2017,1031.9,6.0,23.5,,78.5,,,33.3,54.2,119.0,,289.0,428.4,,,
Liberia,Male,2017,520.3,2.6,10.5,,33.4,,,14.3,25.3,65.9,,164.8,203.5,,,
Liberia,Female,2017,511.6,3.4,13.0,,45.1,,,18.9,28.8,53.1,,124.2,224.9,,,
Lithuania,Total,2011,1253.6,85.9,11.9,,96.4,,,64.2,54.5,905.1,,35.6,,,,
Lithuania,Male,2011,603.8,17.0,4.7,,36.8,,,27.5,15.0,478.5,,24.3,,,,
Lithuania,Female,2011,649.8,68.9,7.2,,59.6,,,36.8,39.5,426.6,,11.2,,,,
Lithuania,Total,2012,1275.7,84.0,14.3,,108.3,,,62.1,49.9,923.1,,34.1,,,,
Lithuania,Male,2012,617.6,19.0,4.6,,41.2,,,26.9,15.7,487.3,,23.0,,,,
Lithuania,Female,2012,658.1,65.0,9.8,,67.1,,,35.2,34.2,435.8,,11.1,,,,
Lithuania,Total,2013,1292.8,92.0,18.2,,106.6,,,62.6,49.3,930.8,,33.3,,,,
Lithuania,Male,2013,636.1,23.5,7.5,,39.8,,,28.4,14.9,498.9,,23.1,,,,
Lithuania,Female,2013,656.7,68.5,10.8,,66.8,,,34.2,34.3,431.8,,10.2,,,,
Lithuania,Total,2014,1319.0,96.6,17.2,,109.6,,,67.8,52.9,941.6,,33.3,,,,
Lithuania,Male,2014,647.1,25.0,6.6,,41.3,,,30.5,19.7,500.2,,23.8,,,,
Lithuania,Female,2014,671.9,71.6,10.6,,68.3,,,37.3,33.2,441.4,,9.5,,,,
Lithuania,Total,2015,1334.9,84.3,20.8,,101.7,,,73.6,40.9,979.8,,33.8,,,,
Lithuania,Male,2015,654.1,21.6,6.7,,36.5,,,31.8,13.5,521.2,,22.7,,,,
Lithuania,Female,2015,680.8,62.6,14.1,,65.2,,,41.8,27.4,458.6,,11.1,,,,
Lithuania,Total,2016,1361.4,77.1,22.3,,94.2,,,73.2,42.4,1015.7,,36.4,,,,
Lithuania,Male,2016,663.0,20.0,6.6,,34.1,,,29.4,12.1,536.1,,24.7,,,,
Lithuania,Female,2016,698.4,57.1,15.7,,60.1,,,43.8,30.4,479.6,,11.7,,,,
Lithuania,Total,2017,1354.8,83.3,23.1,,110.4,,,106.0,47.8,951.7,,32.5,,,,
Lithuania,Male,2017,660.0,22.6,6.6,,42.4,,,46.4,14.6,505.9,,21.5,,,,
Lithuania,Female,2017,694.8,60.7,16.5,,68.0,,,59.6,33.2,445.8,,11.0,,,,
Lithuania,Total,2018,1374.7,84.4,22.6,,98.7,,,107.4,44.7,986.6,,30.3,,,,
Lithuania,Male,2018,679.1,23.0,7.7,,38.1,,,46.9,12.9,530.1,,20.3,,,,
Lithuania,Female,2018,695.7,61.4,14.9,,60.6,,,60.5,31.9,456.4,,10.0,,,,
Lithuania,Total,2019,1378.4,87.7,23.8,,90.9,,,106.9,50.0,984.6,,34.6,,,,
Lithuania,Male,2019,680.9,24.9,8.2,,34.3,,,48.5,16.6,525.5,,23.0,,,,
Lithuania,Female,2019,697.5,62.9,15.6,,56.6,,,58.4,33.4,459.1,,11.5,,,,
Lithuania,Total,2020,1358.1,129.1,27.6,,92.9,,,123.9,42.2,910.6,,31.9,,,,
Lithuania,Male,2020,679.9,42.7,9.5,,38.9,,,55.8,14.1,497.6,,21.3,,,,
Lithuania,Female,2020,678.2,86.5,18.1,,53.9,,,68.1,28.1,413.0,,10.6,,,,
Lithuania,Total,2021,1368.6,123.9,23.0,,80.1,,,85.9,43.4,982.6,,29.7,,,,
Lithuania,Male,2021,687.3,39.4,9.2,,29.6,,,42.1,16.2,531.7,,19.1,,,,
Lithuania,Female,2021,681.2,84.5,13.8,,50.4,,,43.8,27.1,450.9,,10.6,,,,
Luxembourg,Total,2011,224.8,29.3,7.4,,27.0,,,12.7,8.8,111.0,,22.9,5.7,,,
Luxembourg,Male,2011,127.3,13.4,1.9,,6.1,,,4.7,3.4,76.1,,17.7,3.9,,,
Luxembourg,Female,2011,97.5,15.9,5.5,,20.9,,,8.0,5.3,34.9,,5.2,1.8,,,
Luxembourg,Total,2012,236.1,28.0,8.4,,26.6,,,14.2,10.4,115.2,,26.0,7.2,,,
Luxembourg,Male,2012,132.0,12.6,2.7,,6.4,,,4.3,4.1,77.3,,20.0,4.6,,,
Luxembourg,Female,2012,104.1,15.3,5.7,,20.3,,,9.9,6.3,37.9,,6.1,2.6,,,
Luxembourg,Total,2013,238.7,28.3,9.6,,27.8,,,14.5,10.6,115.1,,25.0,7.8,,,
Luxembourg,Male,2013,133.5,14.3,3.6,,6.2,,,5.0,4.5,76.4,,18.6,4.9,,,
Luxembourg,Female,2013,105.2,14.0,6.0,,21.7,,,9.5,6.1,38.8,,6.4,2.9,,,
Luxembourg,Total,2014,245.6,27.1,9.2,,29.5,,,15.3,7.5,122.2,,28.2,6.6,,,
Luxembourg,Male,2014,136.0,12.4,3.7,,7.6,,,5.1,3.2,79.3,,20.3,4.5,,,
Luxembourg,Female,2014,109.6,14.7,5.6,,21.9,,,10.3,4.3,42.9,,7.9,2.0,,,
Luxembourg,Total,2015,257.5,24.7,12.3,,29.5,,,15.6,9.8,135.5,,25.8,4.3,,,
Luxembourg,Male,2015,141.2,10.8,4.3,,7.9,,,5.2,4.0,86.9,,20.0,2.1,,,
Luxembourg,Female,2015,116.3,13.9,8.0,,21.6,,,10.4,5.8,48.6,,5.8,2.2,,,
Luxembourg,Total,2016,260.5,19.6,13.5,,29.3,,,15.6,12.8,140.7,,24.5,4.4,,,
Luxembourg,Male,2016,142.8,9.1,4.9,,7.0,,,5.1,5.4,89.6,,19.5,2.2,,,
Luxembourg,Female,2016,117.6,10.5,8.6,,22.3,,,10.5,7.3,51.1,,5.0,2.2,,,
Luxembourg,Total,2017,271.8,23.9,13.2,,32.7,,,17.8,10.8,143.9,,23.9,5.5,,,
Luxembourg,Male,2017,146.1,10.2,4.8,,7.9,,,6.3,4.5,91.8,,17.7,3.0,,,
Luxembourg,Female,2017,125.7,13.7,8.5,,24.7,,,11.5,6.3,52.2,,6.3,2.5,,,
Luxembourg,Total,2018,279.9,24.0,12.4,,32.0,,,20.5,11.0,151.8,,23.2,5.1,,,
Luxembourg,Male,2018,150.4,11.0,5.1,,8.4,,,7.3,4.4,95.1,,17.0,2.1,,,
Luxembourg,Female,2018,129.5,13.0,7.3,,23.6,,,13.2,6.5,56.7,,6.2,3.0,,,
Luxembourg,Total,2019,289.1,24.8,11.6,,31.7,,,20.2,10.6,159.9,,23.9,6.5,,,
Luxembourg,Male,2019,156.7,11.0,4.5,,8.8,,,7.4,4.6,99.8,,17.7,3.0,,,
Luxembourg,Female,2019,132.5,13.9,7.1,,22.9,,,12.8,6.0,60.0,,6.2,3.6,,,
Luxembourg,Total,2020,292.4,31.4,14.5,,33.6,,,20.4,9.8,154.7,,22.3,5.6,,,
Luxembourg,Male,2020,156.3,14.1,5.7,,10.6,,,7.6,3.8,96.2,,15.9,2.4,,,
Luxembourg,Female,2020,136.0,17.3,8.8,,23.0,,,12.9,6.0,58.5,,6.4,3.1,,,
Luxembourg,Total,2021,306.8,42.1,20.5,,37.7,,,24.4,15.1,135.8,,21.9,9.4,,,
Luxembourg,Male,2021,164.3,18.6,8.7,,12.5,,,10.5,7.0,86.3,,16.0,4.6,,,
Luxembourg,Female,2021,142.5,23.6,11.8,,25.1,,,13.9,8.1,49.5,,5.9,4.7,,,
"Macau, China",Total,2011,327.6,6.6,6.3,,17.1,,,7.7,19.2,206.2,,64.6,0.0,,,
"Macau, China",Male,2011,165.9,3.7,2.8,,8.9,,,4.1,9.5,102.1,,34.9,0.0,,,
"Macau, China",Female,2011,161.7,2.9,3.4,,8.2,,,3.5,9.7,104.0,,29.8,0.0,,,
"Macau, China",Total,2012,343.2,7.4,5.3,,14.3,,,6.3,25.6,218.7,,65.5,0.0,,,
"Macau, China",Male,2012,176.6,3.8,2.8,,7.3,,,3.2,13.9,109.8,,35.9,0.0,,,
"Macau, China",Female,2012,166.6,3.6,2.6,,7.1,,,3.1,11.8,108.9,,29.6,0.0,,,
"Macau, China",Total,2013,361.0,7.7,5.8,,12.8,,,5.7,23.2,237.3,,68.5,,,,
"Macau, China",Male,2013,184.5,3.6,2.7,,6.3,,,3.4,12.3,119.0,,37.3,,,,
"Macau, China",Female,2013,176.5,4.1,3.2,,6.5,,,2.4,10.9,118.2,,31.2,,,,
"Macau, China",Total,2015,396.5,3.1,3.8,,8.4,,,4.1,31.3,281.9,,63.9,,,,
"Macau, China",Male,2015,208.5,2.3,1.8,,4.1,,,2.7,16.2,146.1,,35.3,,,,
"Macau, China",Female,2015,188.0,0.8,2.1,,4.3,,,1.4,15.1,135.8,,28.6,,,,
"Macau, China",Total,2016,389.7,3.9,4.9,,9.5,,,3.8,30.9,282.3,,54.5,,,,
"Macau, China",Male,2016,201.1,2.6,2.5,,4.9,,,2.2,15.3,144.6,,29.1,,,,
"Macau, China",Female,2016,188.5,1.3,2.4,,4.6,,,1.6,15.5,137.7,,25.4,,,,
Madagascar,Total,2012,10210.0,213.4,1171.6,,1489.6,,,802.1,1029.3,2299.8,,3204.3,,,,
Madagascar,Male,2012,5144.5,92.4,465.6,,576.8,,,368.9,462.5,1276.7,,1901.5,,,,
Madagascar,Female,2012,5065.5,120.9,706.0,,912.7,,,433.1,566.8,1023.0,,1302.9,,,,
Madagascar,Total,2015,11051.8,328.4,705.4,,1616.7,,,957.0,1464.2,3600.3,,2379.8,,,,
Madagascar,Male,2015,5673.1,123.1,329.9,,632.7,,,384.3,685.6,2007.9,,1509.6,,,,
Madagascar,Female,2015,5378.7,205.2,375.5,,984.0,,,572.7,778.6,1592.5,,870.3,,,,
Malawi,Total,2013,6154.3,112.7,876.3,,1538.9,,,676.6,546.5,893.0,,1171.5,338.8,,,
Malawi,Male,2013,3065.5,46.9,362.6,,679.2,,,291.1,267.7,509.4,,787.7,120.9,,,
Malawi,Female,2013,3088.8,65.8,513.7,,859.7,,,385.5,278.8,383.6,,383.7,217.9,,,
Malaysia,Total,2011,12351.5,190.1,58.6,,413.8,,,740.8,618.0,6920.5,,3361.6,48.2,,,
Malaysia,Male,2011,7934.8,107.1,28.8,,216.0,,,438.2,359.0,4421.0,,2342.4,22.4,,,
Malaysia,Female,2011,4416.7,83.0,29.8,,197.8,,,302.5,259.0,2499.6,,1019.2,25.8,,,
Malaysia,Total,2012,12820.5,167.5,78.9,,452.3,,,851.8,620.2,7331.7,,3259.9,58.2,,,
Malaysia,Male,2012,8169.5,83.6,31.5,,225.2,,,502.3,351.2,4695.4,,2256.0,24.2,,,
Malaysia,Female,2012,4651.0,83.9,47.4,,227.1,,,349.5,269.0,2636.3,,1003.9,34.0,,,
Malaysia,Total,2013,13545.4,212.6,79.4,,506.5,,,951.0,689.0,7816.0,,3231.1,59.9,,,
Malaysia,Male,2013,8484.6,106.8,33.4,,239.5,,,541.6,392.8,4949.0,,2194.8,26.8,,,
Malaysia,Female,2013,5060.8,105.8,46.0,,267.0,,,409.4,296.2,2867.0,,1036.3,33.1,,,
Malaysia,Total,2014,13852.6,174.4,73.1,,407.3,,,899.8,697.9,8301.1,,3244.6,54.4,,,
Malaysia,Male,2014,8587.5,83.9,25.9,,163.3,,,484.8,376.8,5207.9,,2224.6,20.4,,,
Malaysia,Female,2014,5265.0,90.5,47.3,,243.9,,,415.0,321.1,3093.3,,1020.0,34.1,,,
Malaysia,Total,2015,14067.7,202.4,124.6,,455.7,,,1056.9,774.4,8430.7,,3023.1,,,,
Malaysia,Male,2015,8691.1,95.6,46.3,,197.6,,,557.6,432.6,5268.1,,2093.2,,,,
Malaysia,Female,2015,5376.6,106.8,78.3,,258.1,,,499.2,341.8,3162.7,,929.8,,,,
Malaysia,Total,2016,14163.7,171.2,60.0,,384.5,,,1028.3,740.6,8741.6,,2978.9,58.6,,,
Malaysia,Male,2016,8729.7,85.3,19.4,,173.2,,,539.3,393.5,5448.9,,2047.5,22.5,,,
Malaysia,Female,2016,5434.0,85.9,40.6,,211.3,,,489.0,347.0,3292.7,,931.4,36.0,,,
Malaysia,Total,2019,15073.4,123.1,72.5,,265.0,,,1194.6,715.0,10297.3,,2405.8,,,,
Malaysia,Male,2019,9202.4,61.3,23.4,,114.2,,,658.1,406.5,6285.7,,1653.3,,,,
Malaysia,Female,2019,5871.0,61.9,49.2,150.8,,,,536.5,308.5,4011.6,,752.5,,,,
Maldives,Total,2014,205.6,,9.6,,15.1,,,5.6,9.6,98.8,,63.0,3.8,,,
Maldives,Male,2014,146.1,,1.6,,4.7,,,2.8,4.6,72.3,,57.3,2.7,,,
Maldives,Female,2014,59.5,,8.0,,10.3,,,2.8,5.0,26.5,,5.7,1.2,,,
Maldives,Total,2016,145.3,,8.7,,12.6,,,6.3,8.9,39.1,,64.0,5.8,,,
Maldives,Male,2016,87.6,,2.4,,4.4,,,2.6,3.8,21.9,,49.9,2.7,,,
Maldives,Female,2016,57.6,,6.3,,8.1,,,3.7,5.0,17.2,,14.1,3.1,,,
Mali,Total,2015,6241.7,0.0,142.4,,607.5,,,335.8,1591.5,1964.1,,1600.4,0.0,,,
Mali,Male,2015,3404.2,0.0,65.8,,158.4,,,87.1,403.5,1438.1,,1251.4,0.0,,,
Mali,Female,2015,2837.5,0.0,76.6,,449.1,,,248.8,1188.1,526.0,,349.0,0.0,,,
Mali,Total,2016,5901.3,5.0,134.3,,595.0,,,411.6,1362.5,1953.9,,1432.4,6.7,,,
Mali,Male,2016,3375.0,2.8,60.6,,165.9,,,132.6,407.9,1484.6,,1116.7,3.9,,,
Mali,Female,2016,2526.3,2.2,73.6,,429.1,,,279.0,954.6,469.3,,315.7,2.8,,,
Mali,Total,2018,5948.9,0.0,112.8,,486.1,,,359.5,1550.6,2264.1,,1175.9,0.0,,,
Mali,Male,2018,3399.2,0.0,48.2,,116.1,,,136.2,510.0,1625.7,,962.9,0.0,,,
Mali,Female,2018,2549.8,0.0,64.5,,370.0,,,223.3,1040.6,638.4,,213.0,0.0,,,
Malta,Total,2011,166.6,9.1,4.8,,18.0,,,23.4,4.9,86.4,,19.7,0.3,,,
Malta,Male,2011,108.2,4.6,1.9,,7.2,,,12.7,2.6,62.7,,16.3,0.2,,,
Malta,Female,2011,58.4,4.5,2.9,,10.8,,,10.7,2.3,23.6,,3.5,0.1,,,
Malta,Total,2012,173.2,9.1,4.8,,19.1,,,23.8,5.0,92.2,,19.3,,,,
Malta,Male,2012,109.1,4.4,1.6,,7.0,,,13.0,2.3,64.6,,16.0,,,,
Malta,Female,2012,64.2,4.7,3.2,,12.1,,,10.8,2.7,27.5,,3.2,,,,
Malta,Total,2013,181.6,9.2,5.4,,20.1,,,24.0,5.1,98.2,,19.7,,,,
Malta,Male,2013,112.2,3.5,2.2,,7.4,,,12.5,3.0,66.7,,16.9,,,,
Malta,Female,2013,69.4,5.7,3.3,,12.7,,,11.4,2.0,31.5,,2.8,,,,
Malta,Total,2014,190.7,9.4,5.8,,23.2,,,31.4,4.4,96.4,,20.1,,,,
Malta,Male,2014,116.4,4.4,1.7,,8.0,,,17.8,2.5,65.0,,17.0,,,,
Malta,Female,2014,74.3,5.0,4.0,,15.2,,,13.7,2.0,31.4,,3.1,,,,
Malta,Total,2015,198.3,11.2,5.8,,23.0,,,31.8,4.7,100.9,,21.0,,,,
Malta,Male,2015,121.2,5.2,1.6,,8.1,,,17.3,2.3,69.4,,17.2,,,,
Malta,Female,2015,77.1,5.9,4.2,,14.8,,,14.5,2.4,31.5,,3.8,,,,
